; Gadget version 2.2.00-BETA running on Marganchovy Tue May 19 18:08:05 2015
; a simulation run was performed giving a likelihood value of 9880.3272
switch	value		lower	upper	optimise
Linf	          19	      18       20        1
kappa	       0.074	    0.06     0.08        1
alpha	   4.9525942	  0.0001       10        1
beta	   7.0845959	  0.0001       10        1
bbeta	   869.09718	     0.1     5000        1
rec88	    15421613	   1e-06    6e+07        1
rec89	   6181829.3	   1e-06    6e+07        1
rec90	    57304605	   1e-06    6e+07        1
rec91	   2841883.6	   1e-06    6e+07        1
rec92	    22639851	   1e-06    6e+07        1
rec93	    12680441	   1e-06    6e+07        1
rec94	    11977294	   1e-06    6e+07        1
rec95	    40994903	   1e-06    6e+07        1
rec96	    16736351	   1e-06    6e+07        1
rec97	    36770531	   1e-06    6e+07        1
rec98	    37252113	   1e-06    6e+07        1
rec99	    19840083	   1e-06    6e+07        1
rec00	    39713126	   1e-06    6e+07        1
rec01	   2385937.1	   1e-06    6e+07        1
rec02	    10710166	   1e-06    6e+07        1
constant	           1	     0.8      1.1        0
